Id,Category
583,2
584,2
585,3
586,1
587,1
588,1
589,1
590,2
591,2
592,1
593,1
594,2
595,4
596,3
597,3
598,0
599,3
600,1
601,1
602,2
603,2
604,3
605,1
606,4
607,2
608,1
609,2
610,4
611,1
612,3
613,2
614,4
615,1
616,3
617,1
618,1
619,1
620,1
621,2
622,1
623,4
624,2
625,1
626,3
627,1
628,2
629,1
630,1
631,1
632,2
633,1
634,1
635,2
636,3
637,1
638,1
639,1
640,1
641,1
642,2
643,2
644,4
645,4
646,2
647,2
648,2
649,3
650,3
651,4
652,1
653,2
654,2
655,2
656,2
657,2
658,1
659,1
660,1
661,1
662,2
663,1
664,2
665,1
666,1
667,2
668,3
669,3
670,3
671,1
672,2
673,2
674,1
675,3
676,1
677,1
678,3
679,3
680,1
681,2
682,3
683,1
684,2
685,1
686,1
687,2
688,2
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,3
697,1
698,1
699,1
700,4
701,1
702,1
703,3
704,2
705,2
706,1
707,1
708,1
709,1
710,2
711,4
712,1
713,1
714,3
715,2
716,1
717,2
718,1
719,2
720,1
721,1
722,4
723,2
724,4
725,3
726,3
727,1
728,1
729,2
730,1
731,1
732,4
733,1
734,1
735,2
736,2
737,4
738,1
739,1
740,2
741,1
742,1
743,1
744,4
745,1
746,1
747,2
748,3
749,0
750,1
751,2
752,2
753,1
754,2
755,2
756,1
757,2
758,1
759,1
760,2
761,1
762,2
763,2
764,3
765,1
766,2
767,1
768,2
769,2
770,3
771,1
772,1
773,3
774,3
775,2
776,1
777,1
778,3
779,2
780,1
781,1
782,1
783,2
784,1
785,2
786,1
787,3
788,2
789,2
790,2
791,1
792,3
793,1
794,2
795,2
796,1
797,2
798,4
799,3
800,1
801,1
802,1
803,3
804,2
805,2
806,1
807,2
808,1
809,2
810,1
811,2
812,4
813,1
814,4
815,3
816,2
817,2
818,2
819,1
820,1
821,1
822,2
823,2
824,1
825,2
826,1
827,3
828,1
829,1
830,1
831,2
832,1
833,2
834,1
835,3
836,1
837,1
838,1
839,1
840,4
841,2
842,2
843,1
844,1
845,1
846,2
847,1
848,1
849,1
850,2
851,1
852,3
853,1
854,3
855,1
856,2
857,3
858,1
859,1
860,3
861,1
862,2
863,2
864,1
865,2
866,3
867,2
868,1
869,1
870,1
871,1
872,2
873,1
874,1
875,2
876,2
877,2
878,2
879,1
880,1
881,4
882,2
883,2
884,4
885,1
886,1
887,1
888,1
889,2
890,1
891,1
892,1
893,1
894,1
895,2
896,2
897,1
898,1
899,1
900,2
901,1
902,2
903,1
904,2
905,2
906,1
907,4
908,2
909,1
910,1
911,2
912,1
913,3
914,1
915,1
916,1
917,2
918,3
919,1
920,1
921,1
922,1
923,2
924,1
925,4
926,2
927,1
928,2
929,1
930,2
931,1
932,2
933,2
934,3
935,1
936,2
937,4
938,2
939,2
940,3
941,4
942,2
943,1
944,2
945,1
946,2
947,2
948,2
949,1
950,2
951,1
952,1
953,1
954,1
955,1
956,3
957,2
958,1
959,1
960,2
961,1
962,2
963,0
964,0
965,1
966,1
967,1
968,3
969,2
970,1
971,2
972,1
973,2
974,1
975,1
976,2
977,1
978,1
979,2
980,2
981,3
982,1
983,4
984,3
985,2
986,4
987,1
988,1
989,1
990,2
991,1
992,2
993,2
994,1
995,1
996,0
997,3
998,3
999,1
1000,1
1001,1
1002,2
1003,2
1004,1
1005,2
1006,1
1007,3
1008,2
1009,2
1010,1
1011,2
1012,1
1013,1
1014,1
1015,3
1016,1
1017,1
1018,2
1019,2
1020,2
1021,1
1022,1
1023,2
1024,1
1025,1
1026,1
1027,2
1028,1
1029,1
1030,1
1031,1
1032,2
1033,2
1034,1
1035,2
1036,3
1037,3
1038,1
1039,1
1040,3
1041,1
1042,2
1043,1
1044,1
1045,1
1046,1
1047,1
1048,2
1049,2
1050,1
1051,2
1052,1
1053,2
1054,3
1055,1
1056,4
1057,4
1058,2
1059,1
1060,2
1061,1
1062,2
1063,3
1064,1
1065,1
1066,2
1067,1
1068,2
1069,2
1070,1
1071,3
1072,1
1073,2
1074,2
1075,1
1076,4
1077,0
1078,2
1079,1
1080,2
1081,3
1082,1
1083,1
1084,2
1085,3
1086,1
1087,1
1088,2
1089,2
1090,1
1091,1
1092,3
1093,3
1094,2
1095,1
1096,3
1097,2
1098,1
1099,1
1100,2
1101,1
1102,3
1103,2
1104,3
1105,1
1106,1
1107,3
1108,1
1109,2
1110,1
1111,1
1112,1
1113,1
1114,1
1115,1
1116,1
1117,2
1118,2
1119,1
1120,1
1121,1
1122,1
1123,1
1124,3
1125,3
1126,1
1127,1
1128,3
1129,2
1130,4
1131,1
1132,2
1133,1
1134,1
1135,1
1136,1
1137,2
1138,2
1139,1
1140,2
1141,2
1142,2
1143,1
1144,1
1145,2
1146,2
1147,1
1148,1
1149,1
1150,2
1151,1
1152,2
1153,1
1154,1
1155,2
1156,2
1157,1
1158,2
1159,1
1160,1
1161,1
1162,1
1163,3
1164,1
1165,1
1166,1
1167,2
1168,1
1169,1
1170,4
1171,1
1172,1
1173,1
1174,0
1175,1
1176,4
1177,1
1178,3
1179,2
1180,1
1181,4
1182,1
1183,1
1184,1
1185,2
1186,1
1187,3
1188,1
1189,1
1190,2
1191,1
1192,2
1193,2
1194,1
1195,2
1196,1
1197,1
1198,1
1199,1
1200,1
1201,2
1202,2
1203,2
1204,3
1205,1
1206,2
1207,1
1208,1
1209,1
1210,2
1211,1
1212,3
1213,1
1214,2
1215,1
1216,1
1217,4
1218,2
1219,1
1220,3
1221,1
1222,2
1223,2
1224,2
1225,1
1226,2
1227,1
1228,4
1229,2
1230,2
1231,2
1232,1
1233,3
1234,1
1235,1
1236,2
1237,1
1238,1
1239,1
1240,1
1241,3
1242,1
1243,1
1244,2
1245,3
1246,2
1247,1
1248,3
1249,3
1250,1
1251,3
1252,3
1253,1
1254,2
1255,2
1256,2
1257,2
1258,1
1259,1
1260,1
1261,1
1262,2
1263,1
1264,2
1265,0
1266,2
1267,2
1268,2
1269,1
1270,2
1271,1
1272,1
1273,2
1274,1
1275,1
1276,2
1277,2
1278,1
1279,1
1280,1
1281,1
1282,1
1283,2
1284,2
1285,1
1286,1
1287,1
1288,1
1289,2
1290,2
1291,2
1292,1
1293,2
1294,1
1295,1
1296,1
1297,2
1298,1
1299,1
1300,2
1301,1
1302,1
1303,2
1304,1
1305,0
1306,1
1307,1
1308,1
1309,1
1310,2
1311,4
1312,1
1313,1
1314,1
1315,2
1316,1
1317,2
1318,1
1319,4
1320,1
1321,2
1322,1
1323,2
1324,2
1325,2
1326,1
1327,2
1328,3
1329,2
1330,2
1331,1
1332,2
1333,1
1334,2
1335,4
1336,2
1337,1
1338,3
1339,1
1340,3
1341,1
1342,3
1343,1
1344,1
1345,1
1346,1
1347,1
1348,3
1349,1
1350,1
1351,1
1352,3
1353,1
1354,2
1355,2
1356,0
1357,1
1358,1
1359,2
1360,1
1361,2
1362,2
1363,2
1364,2
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,0
1372,4
1373,1
1374,1
1375,2
1376,4
1377,1
1378,1
1379,1
1380,2
1381,2
1382,1
1383,3
1384,1
1385,1
1386,4
1387,2
1388,1
1389,1
1390,1
1391,2
1392,1
1393,1
1394,1
1395,1
1396,2
1397,1
1398,2
1399,1
1400,1
1401,1
1402,4
1403,2
1404,1
1405,2
1406,2
1407,1
1408,1
1409,2
1410,1
1411,2
1412,4
1413,3
1414,1
1415,2
1416,2
1417,3
1418,2
1419,1
1420,2
1421,4
1422,1
1423,2
1424,4
1425,1
1426,1
1427,1
1428,1
1429,2
1430,1
1431,1
1432,2
1433,1
1434,1
1435,3
1436,2
1437,2
1438,1
1439,4
1440,1
1441,1
1442,1
1443,4
1444,1
1445,1
1446,2
1447,1
1448,1
1449,2
1450,1
1451,2
1452,2
1453,1
1454,2
1455,1
1456,1
1457,2
1458,2
1459,2
1460,1
1461,1
1462,1
1463,3
1464,1
1465,2
1466,2
1467,2
1468,1
1469,1
1470,2
1471,2
1472,2
1473,1
1474,1
1475,3
1476,2
1477,1
1478,2
1479,2
1480,2
1481,1
1482,4
1483,3
1484,2
1485,3
1486,2
1487,1
1488,1
1489,1
1490,2
1491,1
1492,3
1493,1
1494,2
1495,2
1496,1
1497,3
1498,1
1499,1
1500,1
1501,2
1502,4
1503,1
1504,1
1505,1
1506,2
1507,1
1508,1
1509,1
1510,2
1511,1
1512,1
1513,1
1514,1
1515,1
1516,2
1517,2
1518,2
1519,1
1520,4
1521,2
1522,2
1523,2
1524,1
1525,3
1526,1
1527,2
1528,1
1529,2
1530,4
1531,2
1532,1
1533,2
1534,1
1535,3
1536,1
1537,2
1538,1
1539,2
1540,2
1541,2
1542,1
1543,1
1544,1
1545,1
1546,2
1547,2
1548,1
1549,1
1550,2
1551,2
1552,4
1553,2
1554,1
1555,2
1556,1
1557,2
1558,4
1559,2
1560,1
1561,1
1562,2
1563,4
1564,1
1565,1
1566,1
1567,2
1568,1
1569,2
1570,3
1571,2
1572,1
1573,1
1574,1
1575,1
1576,1
1577,2
1578,2
1579,1
1580,1
1581,1
1582,4
1583,1
1584,1
1585,2
1586,3
1587,1
1588,2
1589,0
1590,1
1591,1
1592,1
1593,1
1594,1
1595,2
1596,2
1597,1
1598,1
1599,3
1600,1
1601,4
1602,1
1603,2
1604,1
1605,1
1606,3
1607,1
1608,1
1609,1
1610,1
1611,1
1612,1
1613,3
1614,3
1615,1
1616,1
1617,2
1618,2
1619,2
1620,1
1621,3
1622,2
1623,1
1624,1
1625,1
1626,1
1627,1
1628,2
1629,1
1630,1
1631,1
1632,1
1633,2
1634,1
1635,1
1636,1
1637,2
1638,2
1639,1
1640,2
1641,1
1642,2
1643,1
1644,1
1645,2
1646,1
1647,2
1648,1
1649,1
1650,4
1651,1
1652,1
1653,1
1654,2
1655,1
1656,2
1657,1
1658,1
1659,2
1660,2
1661,2
1662,2
1663,2
1664,1
1665,1
1666,2
1667,1
1668,2
1669,1
1670,1
1671,1
1672,3
1673,2
1674,1
1675,3
1676,1
1677,1
1678,1
1679,1
1680,2
1681,1
1682,1
1683,1
1684,1
1685,2
1686,1
1687,3
1688,2
1689,2
1690,2
1691,1
1692,2
1693,3
1694,1
1695,2
1696,2
1697,1
1698,3
1699,2
1700,1
1701,1
1702,1
1703,2
1704,1
1705,1
1706,1
1707,4
1708,2
1709,1
1710,2
1711,2
1712,1
1713,2
1714,2
1715,2
1716,1
1717,2
1718,1
1719,1
1720,1
1721,2
1722,2
1723,3
1724,1
1725,1
1726,1
1727,2
1728,2
1729,1
1730,1
1731,1
1732,1
1733,1
1734,4
1735,4
1736,2
1737,1
1738,1
1739,2
1740,2
1741,1
1742,2
1743,1
1744,1
1745,1
1746,1
1747,4
1748,1
1749,1
1750,1
1751,1
1752,2
1753,3
1754,4
1755,1
1756,3
1757,4
1758,2
1759,1
1760,1
1761,1
1762,2
1763,1
1764,2
1765,2
1766,1
1767,1
1768,2
1769,1
1770,1
1771,2
1772,1
1773,1
1774,4
1775,1
1776,1
1777,4
1778,1
1779,1
1780,1
1781,2
1782,2
1783,1
1784,1
1785,1
1786,1
1787,3
1788,1
1789,1
1790,2
1791,1
1792,2
1793,1
1794,1
1795,1
1796,3
1797,2
1798,1
1799,2
1800,2
1801,2
1802,1
1803,2
1804,2
1805,4
1806,1
1807,3
1808,1
1809,1
1810,1
1811,4
1812,1
1813,2
1814,1
1815,2
1816,4
1817,1
1818,1
1819,1
1820,1
1821,2
1822,2
1823,1
1824,1
1825,4
1826,1
1827,1
1828,1
1829,1
1830,1
1831,2
1832,1
1833,2
1834,1
1835,1
1836,1
1837,1
1838,2
1839,1
1840,1
1841,2
1842,1
1843,2
1844,1
1845,2
1846,1
1847,2
1848,2
1849,1
1850,2
1851,1
1852,1
1853,2
1854,1
1855,1
1856,1
1857,2
1858,2
1859,1
1860,3
1861,1
1862,3
1863,3
1864,1
1865,1
1866,3
1867,2
1868,2
1869,3
1870,1
1871,1
1872,1
1873,4
1874,1
1875,2
1876,1
1877,2
1878,3
1879,1
1880,1
1881,1
1882,1
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,4
1890,1
1891,2
1892,1
1893,1
1894,2
1895,1
1896,1
1897,1
1898,1
1899,2
1900,2
1901,1
1902,3
1903,1
1904,1
1905,4
1906,2
1907,1
1908,1
1909,2
1910,4
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,2
1919,1
1920,2
1921,2
1922,1
1923,1
1924,1
1925,2
1926,1
1927,2
1928,1
1929,1
1930,1
1931,2
1932,1
1933,1
1934,2
1935,1
1936,2
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,4
1944,2
1945,4
1946,3
1947,2
1948,2
1949,1
1950,1
1951,1
1952,1
1953,1
1954,2
1955,2
1956,2
1957,1
1958,4
1959,1
1960,1
1961,1
1962,1
1963,1
1964,3
1965,4
1966,2
1967,3
1968,1
1969,1
1970,2
1971,1
1972,1
1973,4
1974,1
1975,1
1976,1
1977,1
1978,1
1979,1
1980,1
1981,3
1982,1
1983,3
1984,1
1985,1
1986,2
1987,3
1988,4
1989,1
1990,2
1991,1
1992,2
1993,3
1994,4
1995,1
1996,1
1997,2
1998,2
1999,2
2000,1
2001,3
2002,1
2003,1
2004,1
2005,1
2006,1
2007,1
2008,2
2009,2
2010,2
2011,1
2012,2
2013,2
2014,1
2015,1
2016,3
2017,1
2018,1
2019,3
2020,1
2021,1
2022,2
2023,1
2024,1
2025,1
2026,1
2027,1
2028,4
2029,2
2030,1
2031,4
2032,3
2033,4
2034,2
2035,1
2036,1
2037,2
2038,2
2039,4
2040,3
2041,1
2042,1
2043,1
2044,1
2045,1
2046,4
2047,4
2048,1
2049,2
2050,2
2051,3
2052,2
2053,2
2054,2
2055,1
2056,2
2057,4
2058,3
2059,1
2060,1
2061,2
2062,2
2063,1
2064,1
2065,2
2066,1
2067,1
2068,1
2069,1
2070,1
2071,2
2072,2
2073,3
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,1
2081,2
2082,1
2083,2
2084,1
2085,3
2086,1
2087,2
2088,2
2089,1
2090,3
2091,2
2092,0
2093,2
2094,1
2095,1
2096,1
2097,4
2098,2
2099,2
2100,2
2101,1
2102,2
2103,2
2104,2
2105,1
2106,1
2107,1
2108,3
2109,1
2110,3
2111,2
2112,1
2113,2
2114,2
2115,1
2116,1
2117,4
2118,2
2119,3
2120,1
2121,1
2122,1
2123,2
2124,1
2125,2
2126,1
2127,1
2128,3
2129,1
2130,1
2131,1
2132,1
2133,2
2134,1
2135,3
2136,1
2137,1
2138,1
2139,4
2140,1
2141,1
2142,2
2143,3
2144,4
2145,1
2146,2
2147,1
2148,1
2149,4
2150,1
2151,1
2152,2
2153,3
2154,2
2155,1
2156,1
2157,1
2158,1
2159,3
2160,1
2161,1
2162,1
2163,1
2164,1
2165,2
2166,4
2167,1
2168,2
2169,3
2170,4
2171,1
2172,2
2173,1
2174,1
2175,3
2176,1
2177,2
2178,1
2179,1
2180,3
2181,1
2182,2
2183,2
2184,2
2185,2
2186,2
2187,1
2188,2
2189,1
2190,1
2191,1
2192,1
2193,1
2194,2
2195,1
2196,2
2197,1
2198,3
2199,2
2200,1
2201,1
2202,2
2203,1
2204,4
2205,1
2206,2
2207,1
2208,1
2209,2
2210,2
2211,2
2212,2
2213,1
2214,2
2215,1
2216,2
2217,1
2218,1
2219,4
2220,1
2221,2
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2228,2
2229,2
2230,2
2231,2
2232,1
2233,2
2234,1
2235,2
2236,1
2237,1
2238,2
2239,2
2240,2
2241,2
2242,2
2243,1
2244,2
2245,1
2246,1
2247,1
2248,1
2249,2
2250,1
2251,2
2252,2
2253,1
2254,1
2255,2
2256,2
2257,3
2258,1
2259,1
2260,2
2261,3
2262,1
2263,3
2264,1
2265,1
2266,1
2267,1
2268,2
2269,1
2270,1
2271,1
2272,1
2273,1
2274,2
2275,2
2276,1
2277,2
2278,2
2279,1
2280,1
2281,2
2282,2
2283,2
2284,2
2285,2
2286,4
2287,1
2288,2
2289,1
2290,4
2291,1
2292,1
2293,1
2294,2
2295,1
2296,1
2297,1
2298,1
2299,1
2300,1
2301,1
2302,1
2303,2
2304,3
2305,1
2306,1
2307,2
2308,2
2309,1
2310,4
2311,1
2312,1
2313,1
2314,4
2315,3
2316,1
2317,3
2318,4
2319,1
2320,1
2321,3
2322,1
2323,2
2324,2
2325,1
2326,1
2327,1
2328,2
2329,2
2330,2
2331,3
2332,2
2333,4
2334,1
2335,2
2336,1
2337,2
2338,2
2339,2
2340,1
2341,1
2342,2
2343,1
2344,1
2345,1
2346,1
2347,2
2348,2
2349,2
2350,2
2351,2
2352,1
2353,1
2354,1
2355,1
2356,1
2357,1
2358,2
2359,1
2360,1
2361,1
2362,3
2363,4
2364,1
2365,2
2366,1
2367,1
2368,1
2369,1
2370,1
2371,1
2372,1
2373,1
2374,1
2375,2
2376,1
2377,1
2378,1
2379,1
2380,2
2381,1
2382,1
2383,1
2384,2
2385,1
2386,1
2387,4
2388,1
2389,1
2390,2
2391,1
2392,2
2393,2
2394,2
2395,1
2396,1
2397,2
2398,1
2399,2
2400,0
2401,2
2402,2
2403,4
2404,2
2405,4
2406,1
2407,1
2408,3
2409,2
2410,1
2411,4
2412,1
2413,1
2414,1
2415,1
2416,2
2417,1
2418,1
2419,2
2420,1
2421,4
2422,1
2423,1
2424,3
2425,3
2426,4
2427,1
2428,2
2429,1
2430,2
2431,1
2432,1
2433,1
2434,1
2435,1
2436,2
2437,2
2438,1
2439,1
2440,2
2441,2
2442,1
2443,2
2444,2
2445,2
2446,3
2447,1
2448,1
2449,1
2450,2
2451,1
2452,4
2453,2
2454,2
2455,2
2456,2
2457,1
2458,0
2459,1
2460,3
2461,2
2462,1
2463,1
2464,1
2465,4
2466,1
2467,1
2468,2
2469,1
2470,4
2471,1
2472,1
2473,2
2474,2
2475,1
2476,1
2477,1
2478,4
2479,1
2480,1
2481,1
2482,1
2483,1
2484,2
2485,1
2486,1
2487,1
2488,1
2489,1
2490,1
2491,1
2492,1
2493,1
2494,1
2495,1
2496,2
2497,3
2498,1
2499,1
2500,3
2501,1
2502,1
2503,2
2504,1
2505,3
2506,1
2507,2
2508,1
2509,2
2510,1
2511,2
2512,1
2513,1
2514,2
2515,1
2516,3
2517,1
2518,1
2519,4
2520,4
2521,1
2522,1
2523,1
2524,2
2525,3
2526,1
2527,2
2528,1
2529,4
2530,1
2531,1
2532,2
2533,1
2534,1
2535,2
2536,1
2537,2
2538,2
2539,3
2540,2
2541,1
2542,3
2543,1
2544,1
2545,2
2546,2
2547,1
2548,1
2549,4
2550,1
2551,2
2552,1
2553,2
2554,2
2555,2
2556,4
2557,3
2558,3
2559,1
2560,1
2561,4
2562,1
2563,1
2564,1
2565,3
2566,1
2567,1
2568,1
2569,2
2570,1
2571,3
2572,4
2573,1
2574,2
2575,4
2576,1
2577,1
2578,2
2579,3
2580,2
2581,3
2582,1
2583,1
2584,2
2585,2
2586,2
2587,1
2588,1
2589,1
2590,1
2591,0
2592,2
2593,1
2594,3
2595,1
2596,1
2597,1
2598,2
2599,3
2600,1
2601,3
2602,1
2603,1
2604,1
2605,1
2606,1
2607,2
2608,1
2609,1
2610,2
2611,2
2612,1
2613,1
2614,3
2615,2
2616,1
2617,1
2618,4
2619,1
2620,2
2621,2
2622,3
2623,1
2624,1
2625,1
2626,1
2627,2
2628,1
2629,2
2630,3
2631,1
2632,2
2633,2
2634,1
2635,1
2636,0
2637,2
2638,1
2639,1
2640,1
2641,1
2642,1
2643,2
2644,1
2645,1
2646,1
2647,1
2648,4
2649,1
2650,2
2651,1
2652,1
2653,1
2654,2
2655,3
2656,3
2657,4
2658,1
2659,1
2660,1
2661,2
2662,1
2663,3
2664,1
2665,0
2666,1
2667,1
2668,4
2669,2
2670,3
2671,1
2672,2
2673,2
2674,1
2675,4
2676,1
2677,1
2678,4
2679,1
2680,2
2681,1
2682,1
2683,1
2684,1
2685,1
2686,4
2687,2
2688,2
2689,1
2690,1
2691,1
2692,3
2693,2
2694,1
2695,2
2696,2
2697,1
2698,2
2699,4
2700,1
2701,1
2702,1
2703,3
2704,2
2705,2
2706,1
2707,1
2708,1
2709,1
2710,1
2711,4
2712,2
2713,1
2714,1
2715,1
2716,1
2717,1
2718,2
2719,1
2720,4
2721,2
2722,2
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2729,1
2730,1
2731,1
2732,2
2733,2
2734,2
2735,3
2736,1
2737,2
2738,1
2739,2
2740,1
2741,2
2742,3
2743,1
2744,1
2745,1
2746,1
2747,3
2748,1
2749,3
2750,3
2751,2
2752,1
2753,1
2754,1
2755,1
2756,1
2757,3
2758,2
2759,2
2760,1
2761,1
2762,1
2763,1
2764,1
2765,1
2766,1
2767,1
2768,2
2769,1
2770,2
2771,1
2772,2
2773,2
2774,2
2775,3
2776,2
2777,2
2778,3
2779,1
2780,4
2781,1
2782,0
2783,1
2784,3
2785,2
2786,1
2787,1
2788,1
2789,1
2790,1
2791,2
2792,1
2793,1
2794,2
2795,2
2796,1
2797,1
2798,1
2799,1
2800,3
2801,1
2802,1
2803,3
2804,2
2805,2
2806,3
2807,3
2808,1
2809,1
2810,3
2811,1
2812,2
2813,1
2814,1
2815,1
2816,3
2817,1
2818,0
2819,3
2820,1
2821,3
2822,2
2823,2
2824,1
2825,2
2826,1
2827,1
2828,1
2829,2
2830,1
2831,3
2832,1
2833,1
2834,1
2835,2
2836,3
2837,2
2838,1
2839,1
2840,4
2841,2
2842,2
2843,1
2844,4
2845,4
2846,1
2847,4
2848,1
2849,2
2850,1
2851,1
2852,1
2853,1
2854,1
2855,1
2856,1
2857,2
2858,1
2859,2
2860,1
2861,2
2862,2
2863,3
2864,1
2865,1
2866,4
2867,2
2868,1
2869,1
2870,3
2871,1
2872,1
2873,2
2874,2
2875,1
2876,1
2877,1
2878,1
2879,2
2880,2
2881,1
2882,1
2883,2
2884,2
2885,1
2886,2
2887,2
2888,4
2889,1
2890,1
2891,2
2892,3
2893,1
2894,3
2895,3
2896,1
2897,2
2898,1
2899,0
2900,1
2901,2
2902,3
2903,1
2904,1
2905,2
2906,1
2907,1
2908,2
2909,1
2910,1
2911,3
2912,2
2913,1
2914,2
2915,2
2916,1
2917,1
2918,1
2919,1
2920,1
2921,2
2922,1
2923,2
2924,2
2925,4
2926,2
2927,1
2928,1
2929,3
2930,1
2931,1
2932,2
2933,1
2934,1
2935,1
2936,2
2937,1
2938,2
2939,1
2940,2
2941,3
2942,1
2943,1
2944,2
2945,1
2946,1
2947,2
2948,1
2949,2
2950,2
2951,1
2952,1
2953,2
2954,4
2955,1
2956,2
2957,1
2958,1
2959,2
2960,2
2961,2
2962,1
2963,2
2964,1
2965,1
2966,1
2967,1
2968,1
2969,2
2970,1
2971,2
2972,1
2973,3
2974,1
2975,1
2976,2
2977,1
2978,2
2979,4
2980,1
2981,1
2982,1
2983,2
2984,2
2985,1
2986,2
2987,3
2988,1
2989,2
2990,1
2991,3
2992,1
2993,1
2994,2
2995,2
2996,1
